Sim_ID,daOverRH1,daOverRH2,P2/P1,P3/P2,predprob,predstable,Norbits_instability,Stable
172,5.85595045387,8.39372814752,1.19508393794,1.2831631758,0.0497050657868,False,80080.3887526,False
3441,5.45398722,7.73592008481,1.1813254272,1.26013243413,0.021794103086,False,73569.6487438,False
3917,7.79718972823,7.83329992026,1.26227168941,1.2635330585,0.974364638329,True,10000000.0,True
1914,5.9731092451,6.26166392894,1.19910406671,1.20902455931,0.0558066703379,False,695181.287929,False
1092,7.00784028996,6.01674113347,1.23480402469,1.20060237954,0.121152542531,False,366912.048229,False
227,8.26434624061,7.74813107757,1.27862236431,1.26055868958,0.945683836937,True,10000000.0,True
3764,5.40844480143,5.1960628881,1.17976994036,1.17252513195,0.00247774226591,False,2571.99299025,False
3089,5.66599219773,5.48334708979,1.18857537537,1.18232856647,0.00610538432375,False,17349.2421178,False
1216,5.1982383487,5.25784958696,1.17259926608,1.17463127597,0.00522642908618,False,27689.8051397,False
2888,7.36578708117,6.32718670631,1.24723484003,1.21128102167,0.0851124152541,False,537309.641541,False
3891,7.16500026376,8.06249389416,1.24025678204,1.27154884167,0.621432900429,False,10000000.0,True
1021,5.71312339802,5.98235127085,1.19018913207,1.1994213846,0.0158591158688,False,177524.740299,False
1688,5.57900583392,8.35131649749,1.18559890831,1.28167409755,0.0187159385532,False,31349.4681576,False
4883,7.23365693128,5.9162008337,1.24264137769,1.19715077772,0.0219434481114,False,6317.37533175,False
3607,8.34369454214,7.2419911229,1.28140655071,1.24293094637,0.825256466866,True,10000000.0,True
4851,6.28869260986,5.52168358725,1.20995519839,1.18363883737,0.0730930641294,False,10000000.0,True
4007,5.50007626888,6.5605044941,1.18290027939,1.21932735927,0.00625231815502,False,78711.066807,False
2563,7.30590480938,6.6685350231,1.24515235205,1.22305897547,0.0130421323702,False,35757.770471,False
1012,5.57926557671,5.83292843713,1.18560779239,1.19429450117,0.0108964461833,False,4807.46677852,False
608,8.54010859739,7.825533688,1.28830703641,1.26326173998,0.946115911007,True,10000000.0,True
3967,6.41096781374,5.14503603637,1.21416830356,1.17078671262,0.0125548541546,False,29064.5505297,False
1890,8.93018485691,5.67803336124,1.30204790317,1.18898759155,0.154012933373,False,5870709.03579,False
1559,8.04473447677,8.16613961637,1.27092712355,1.27517927055,0.946915268898,True,10000000.0,True
4279,8.58139667194,7.43019646017,1.28975915381,1.24947605899,0.697221755981,False,10000000.0,True
3696,6.23572910719,7.76479586802,1.20813180765,1.26114049358,0.804767489433,True,10000000.0,True
2797,7.92180682862,7.41948916528,1.26662647807,1.24910339002,0.100301325321,False,228942.578864,False
1203,5.81695948126,5.74808942349,1.19374701938,1.19138682884,0.00964095257223,False,64543.7349266,False
2014,6.59423506825,8.66409171624,1.22049208051,1.2926692096,0.746373593807,False,7555081.29238,False
393,5.67482062877,5.01547106916,1.18887760237,1.16637646567,0.01578906551,False,33816.7763054,False
4803,7.30693898364,6.654945199,1.24518830702,1.22258934357,0.0300993639976,False,20694.6356728,False
1820,7.82462105043,6.7124422406,1.26322985751,1.22457671502,0.137843638659,False,1484044.33194,False
875,7.99148285079,8.22048498187,1.26906350948,1.27708421984,0.950103342533,True,10000000.0,True
